name,id,name_type,rec_class,mass,fall,year,rec_lat,rec_long,location_type
San Angelo,23117,Valid,Iron,88000.0,Found,1897.0,31.41667,-100.35,Exact
San Bernardino Wash,55265,Valid,Stony,258.0,Found,2010.0,34.00056,-115.72972,Exact
San Emigdio,23122,Valid,Stony,36000.0,Found,1887.0,36.0,-119.0,Exact
San Francisco Mountains,23124,Valid,Iron,1700.0,Found,1920.0,35.0,-112.0,Exact
San Joaquin,47356,Valid,Stony,31.8,Found,2005.0,32.16657,-111.11718,Exact
San José,23125,Valid,Stony,532.0,Found,1944.0,24.7,-99.08333,Exact
San Pedro Springs,23131,Valid,Stony,72.0,Found,1887.0,29.5,-98.5,Exact
Sand Creek,23133,Valid,Stony,2443.0,Found,1986.0,39.43,-99.995,Exact
Sand Draw,23134,Valid,Stony,1200.0,Found,1947.0,40.81667,-102.25,Exact
Sanderson,23135,Valid,Iron,6800.0,Found,1936.0,30.13333,-102.15,Exact
Sandy Creek,23158,Valid,Stony,1330.0,Found,1999.0,40.43333,-98.06667,Exact
Sandia Mountains,23156,Valid,Iron,45000.0,Found,1925.0,35.25,-106.5,Exact
Sandtown,23157,Valid,Iron,9350.0,Found,1938.0,35.93333,-91.63333,Exact
Santa Rosalia,23168,Valid,Stony_iron,1631.0,Found,1950.0,27.33333,-112.33333,Exact
Sappa,23175,Valid,Stony,5950.0,Found,1983.0,39.84433,-100.51,Exact
Sardis,23177,Valid,Iron,800000.0,Found,1940.0,32.94889,-81.865,Exact
Savannah,23189,Valid,Iron,60000.0,Found,1923.0,35.16667,-88.18333,Exact
Sawtooth Knob,23191,Valid,Iron,18.54,Found,2002.0,40.86217,-118.54167,Exact
Sawyer,53806,Valid,Stony,8100.0,Found,2006.0,37.52392,-98.62993,Exact
Scott City,23462,Valid,Stony,2135.0,Found,1905.0,38.46667,-100.93333,Exact
Scottsville,23466,Valid,Iron,10000.0,Found,1867.0,36.76667,-86.16667,Exact
Scurry,23468,Valid,Stony,118000.0,Found,1937.0,32.5,-101.0,Exact
Seagraves,23469,Valid,Stony,13000.0,Found,1962.0,32.93333,-102.58333,Exact
Seagraves (b),23470,Valid,Stony,4600.0,Found,1976.0,32.91722,-102.5,Exact
Seagraves (c),23471,Valid,Stony,26810.0,Found,1989.0,32.98333,-102.56667,Exact
Seguin,23478,Valid,Stony,750.0,Found,1956.0,39.36667,-100.63333,Exact
Seibert (a),23479,Valid,Stony,3500.0,Found,1941.0,39.3,-102.83333,Exact
Seibert (b),23480,Valid,Stony,8600.0,Found,1991.0,39.27667,-102.88667,Exact
Selden,23484,Valid,Stony,1560.0,Found,1960.0,39.53333,-100.56667,Exact
Seligman,23485,Valid,Iron,2200.0,Found,1949.0,35.28333,-112.86667,Exact
Selma,23486,Valid,Stony,140600.0,Found,1906.0,32.4,-87.0,Exact
Seminole,23488,Valid,Stony,43900.0,Found,1961.0,32.68333,-102.61667,Exact
Seminole (b),23489,Valid,Stony,1184.0,Found,1965.0,32.54333,-102.705,Exact
Seminole (c),23490,Valid,Stony,1711.0,Found,1967.0,32.55,-102.39167,Exact
Seminole (d),23491,Valid,Stony,1710.0,Found,1976.0,32.71667,-102.65,Exact
Seminole (e),23492,Valid,Stony,758.2,Found,1977.0,32.71667,-102.65,Exact
Seminole (f),54436,Valid,Stony,5421.0,Found,2008.0,32.70038,-102.67268,Exact
Seminole (g),55293,Valid,Stony,640.4,Found,1999.0,32.71667,-102.65,Exact
Seminole Draw (a),23493,Valid,Stony,478.0,Found,1976.0,32.71667,-102.65,Exact
Seminole Draw (b),23494,Valid,Stony,1192.7,Found,1976.0,32.71667,-102.65,Exact
Seneca,23497,Valid,Stony,1900.0,Found,1936.0,39.83333,-96.06667,Exact
Seneca Falls,23498,Valid,Iron,4000.0,Found,1850.0,42.91667,-76.78333,Exact
Seneca Township,23499,Valid,Iron,11500.0,Found,1923.0,41.78333,-84.18333,Exact
Seth Ward,23505,Valid,Stony,3800.0,Found,1977.0,34.26889,-101.64722,Exact
Seymour,23511,Valid,Iron,25900.0,Found,1940.0,37.2375,-92.78694,Exact
Shafter Lake,23513,Valid,Stony,3027.0,Found,1933.0,32.4,-102.58333,Exact
Shallowater,23522,Valid,Stony,4650.0,Found,1936.0,33.7,-101.93333,Exact
Sharon Springs,23524,Valid,Stony,23400.0,Found,1983.0,38.77083,-101.79833,Exact
Shaw,23526,Valid,Stony,17500.0,Found,1937.0,39.53333,-103.33333,Exact
Shawnee,53761,Valid,Iron,8181.0,Found,2010.0,39.0228,-94.7152,Guessed
Sheephole Valley,23527,Valid,Stony,62.1,Found,1999.0,34.125,-115.56333,Exact
Sheephole Valley 002,23528,Valid,Stony,4.4,Found,1999.0,34.125,-115.56333,Exact
Shields,23533,Valid,Stony,9780.0,Found,1962.0,38.7,-100.35,Exact
Shingle Springs,23535,Valid,Iron,39000.0,Found,1869.0,38.66667,-120.93333,Exact
Shrewsbury,23581,Valid,Iron,12000.0,Found,1907.0,39.76667,-76.66667,Exact
Sidney,23585,Valid,Stony,6000.0,Found,1941.0,41.05,-102.9,Exact
Sierra County,23589,Valid,Stony,1000.0,Found,1962.0,33.0,-107.5,Exact
Signal Mountain,23592,Valid,Iron,63500.0,Found,1919.0,32.5,-115.5,Exact
Silurian Dry Lake,23595,Valid,Stony,43.8,Found,2000.0,35.51752,-116.17607,Exact
Silver Bell,23596,Valid,Iron,5100.0,Found,1939.0,32.48333,-111.56667,Exact
Silver Crown,23597,Valid,Iron,11600.0,Found,1887.0,41.23333,-104.98333,Exact
Silver Dry Lake 001,23598,Valid,Stony,218.8,Found,2000.0,35.37333,-116.125,Exact
Silver Dry Lake 002,23599,Valid,Stony,16.5,Found,2000.0,35.34443,-116.11485,Exact
Silverton (Texas),23601,Valid,Stony,2576.0,Found,1938.0,34.53333,-101.18333,Exact
Skiff,23622,Valid,Stony,3540.0,Found,1966.0,49.25,-111.86667,Exact
Slaton,23625,Valid,Stony,1070.0,Found,1941.0,33.43333,-101.75,Exact
Sligo,23644,Valid,Stony,78.0,Found,1976.0,33.11861,-102.74056,Exact
Slovak,23647,Valid,Stony,8220.0,Found,1962.0,34.65,-91.58333,Exact
Smith Center,23649,Valid,Stony,1585.0,Found,1937.0,39.83333,-99.01667,Exact
Smithland,23650,Valid,Iron,5000.0,Found,1839.0,37.13333,-88.4,Exact
Smithonia,23651,Valid,Iron,69900.0,Found,1940.0,34.0,-83.16667,Exact
Smith's Mountain,23652,Valid,Iron,5000.0,Found,1863.0,36.41667,-80.0,Exact
Smithville,23654,Valid,Iron,70500.0,Found,1840.0,35.98333,-85.85,Exact
Smokey Spring,57453,Valid,Stony,254.0,Found,2011.0,40.95465,-118.49693,Exact
Smyer,23655,Valid,Stony,3273.0,Found,1968.0,33.58333,-102.16667,Exact
Snyder,23657,Valid,Stony,16900.0,Found,1983.0,32.71667,-100.91667,Exact
Snyder Hill,23658,Valid,Stony,1160.0,Found,1994.0,32.15833,-111.11333,Exact
Social Circle,23659,Valid,Iron,99300.0,Found,1927.0,33.7,-83.7,Exact
Somervell County,23665,Valid,Stony_iron,11800.0,Found,1919.0,32.18333,-97.8,Exact
Somesbar,23666,Valid,Stony,60.0,Found,1977.0,41.38333,-123.5,Exact
Soper,23669,Valid,Iron,3700.0,Found,1938.0,34.03333,-95.58333,Exact
South Bend,23675,Valid,Stony_iron,2500.0,Found,1893.0,41.65,-86.21667,Exact
South Byron,23676,Valid,Iron,6000.0,Found,1915.0,43.03333,-78.03333,Exact
South Plains,23680,Valid,Stony,4763.0,Found,1971.0,34.26667,-101.25,Exact
Southampton,23682,Valid,Stony_iron,3580.0,Found,2001.0,44.50642,-81.37217,Exact
Spade,23686,Valid,Stony,8860.0,Found,2000.0,34.00111,-102.12833,Exact
Spearman,23687,Valid,Iron,10400.0,Found,1934.0,36.25,-101.21667,Exact
Springer,23688,Valid,Stony,8143.0,Found,1965.0,36.34611,-97.185,Exact
Springfield,23689,Valid,Stony,3200.0,Found,1937.0,37.38333,-102.63333,Exact
Springfield (b),23690,Valid,Stony,229.3,Found,1937.0,37.48333,-102.67667,Exact
Springlake,23691,Valid,Stony,17300.0,Found,1980.0,34.34444,-102.22361,Exact
Spruce 001,56165,Valid,Stony,983.0,Found,2011.0,40.801,-114.701,Exact
Spruce 002,56166,Valid,Stony,18.0,Found,2011.0,40.792,-114.708,Exact
St. Ann,23079,Valid,Stony,373.5,Found,1938.0,40.45,-100.75,Exact
St. Francois County,23085,Valid,Iron,3600.0,Found,1863.0,37.75,-90.5,Exact
St. Genevieve County,23086,Valid,Iron,244500.0,Found,1888.0,37.96667,-90.31667,Exact
St. Lawrence,23088,Valid,Stony,2600.0,Found,1965.0,31.73333,-101.505,Exact
St. Peter,23094,Valid,Stony,6800.0,Found,1957.0,39.4,-100.03333,Exact
St. Vrain,23095,Valid,Stony,45.5,Found,1971.0,34.31833,-103.47167,Exact
Starvation Flat,44800,Valid,Stony,1250.0,Found,2002.0,36.7845,-114.94967,Exact
Statesboro,23715,Valid,Stony,2158.26,Found,2000.0,32.4375,-81.91667,Exact
Staunton,23716,Valid,Iron,43500.0,Found,1869.0,38.21667,-79.05,Exact
Sterley,56575,Valid,Stony_iron,1724.8,Found,1950.0,34.21,-101.39,Exact
Sterling,23723,Valid,Stony_iron,679.5,Found,1900.0,40.6,-103.18333,Exact
Stewart Valley 001,55530,Valid,Stony,75.59999999999998,Found,2001.0,36.2058,-116.17042,Exact
Stewart Valley 002,55531,Valid,Stony,28.9,Found,2001.0,36.20758,-116.16918,Exact
Stewart Valley 003,55588,Valid,Stony,6.8,Found,2001.0,36.21153,-116.16785,Exact
Stewart Valley 004,55532,Valid,Stony,58.9,Found,2001.0,36.25547,-116.18552,Exact
Stewart Valley 005,55533,Valid,Stony,62.0,Found,2001.0,36.22907,-116.17935,Exact
Stewart Valley 006,55534,Valid,Stony,20.1,Found,2001.0,36.23728,-116.1722,Exact
Stewart Valley 007,55535,Valid,Stony,8.7,Found,2001.0,36.23722,-116.17242,Exact
Stewart Valley 008,55536,Valid,Stony,4.2,Found,2001.0,36.23743,-116.17223,Exact
Stewart Valley 009,55537,Valid,Stony,375.0,Found,2003.0,36.17557,-116.159,Exact
Stewart Valley 010,55538,Valid,Stony,41.7,Found,2003.0,36.18472,-116.14342,Exact
Stewart Valley 011,55539,Valid,Stony,49.6,Found,2003.0,36.21017,-116.16825,Exact
Stewart Valley 012,55528,Valid,Stony,130.0,Found,2012.0,36.235,-116.18358,Exact
Stoneham,31330,Valid,Stony,5000.0,Found,1960.0,40.63783,-103.69717,Exact
Stonington,23727,Valid,Stony,2700.0,Found,1942.0,37.28333,-102.2,Exact
Stratton,23730,Valid,Stony,121.0,Found,1964.0,39.22167,-102.59,Exact
Study Butte,23734,Valid,Stony,417.0,Found,1983.0,29.30167,-103.5,Exact
Stump Spring 083,52752,Valid,Stony,13700.0,Found,2010.0,35.98728,-115.85828,Exact
Sublette,23735,Valid,Stony,1300.0,Found,1952.0,37.5,-100.83333,Exact
Sulphur Springs Draw,23740,Valid,Stony,1892.0,Found,1990.0,32.98333,-102.37833,Exact
Summerfield,23743,Valid,Stony,6200.0,Found,1979.0,34.76667,-102.41667,Exact
Summit,23744,Valid,Iron,1000.0,Found,1890.0,34.2,-86.48333,Exact
Sunray,23746,Valid,Stony,4300.0,Found,1985.0,36.0,-101.83333,Exact
Sunstone Knoll,23747,Valid,Stony,15.6,Found,1985.0,39.16278,-112.70806,Exact
Superior Valley 001,23748,Valid,Stony,3.4,Found,2000.0,35.25448,-117.10972,Exact
Superior Valley 002,23749,Valid,Stony,145.0,Found,2000.0,35.22358,-117.1136,Exact
Superior Valley 003,23750,Valid,Stony,65.6,Found,2001.0,35.24742,-117.0999,Exact
Superior Valley 004,23751,Valid,Stony,15.3,Found,2001.0,35.23533,-117.1005,Exact
Superior Valley 005,23752,Valid,Stony,32.92,Found,2001.0,35.238,-117.0365,Exact
Superior Valley 006,23753,Valid,Stony,78.5,Found,2001.0,35.23883,-117.02667,Exact
Superior Valley 007,23754,Valid,Stony,67.21,Found,2001.0,35.23833,-117.03283,Exact
Superior Valley 008,23755,Valid,Stony,77.44,Found,2001.0,35.236,-117.044,Exact
Superior Valley 009,23756,Valid,Stony,116.42,Found,2001.0,35.23583,-117.044,Exact
Superior Valley 010,23757,Valid,Stony,26.26,Found,2001.0,35.23633,-117.04317,Exact
Superior Valley 011,23758,Valid,Stony,2.52,Found,2001.0,35.23617,-117.043,Exact
Superior Valley 013,32767,Valid,Stony,2.74,Found,2002.0,35.23333,-117.03945,Exact
Superior Valley 014,34064,Valid,Stony,1.77,Found,2002.0,35.236,-117.04212,Exact
Superior Valley 018,32768,Valid,Stony,2.74,Found,2002.0,35.23667,-117.03945,Exact
Superior Valley 020,31331,Valid,Stony,307.75,Found,2003.0,35.23858,-117.02628,Exact
Superior Valley 022,31332,Valid,Stony,38.9,Found,2004.0,35.23705,-117.01618,Exact
Superior Valley 026,44801,Valid,Stony,15.8,Found,2006.0,35.23625,-117.04638,Exact
Superstition Mountain,23759,Valid,Stony,333.0,Found,2000.0,32.87083,-115.7825,Exact
Surprise Springs,23761,Valid,Iron,1500.0,Found,1899.0,34.16667,-115.91667,Exact
Sutton,23763,Valid,Stony,7600.0,Found,1964.0,40.6,-97.86667,Exact
Suwanee Spring,23768,Valid,Stony,1200.0,Found,1979.0,34.95,-107.16667,Exact
Sweetwater,23770,Valid,Stony,1760.0,Found,1961.0,32.55,-100.41667,Exact
Tacoma,23777,Valid,Iron,16.7,Found,1925.0,47.25,-122.41667,Exact
Tafoya (a),23780,Valid,Stony,270.0,Found,1951.0,36.45,-104.1,Exact
Tafoya (b),23781,Valid,Stony,490.0,Found,1951.0,36.45,-104.1,Exact
Taiban,23785,Valid,Stony,25000.0,Found,1934.0,34.45,-104.01667,Exact
Taiban (b),23786,Valid,Stony,641.0,Found,1984.0,34.45,-104.01667,Exact
Talpa,23793,Valid,Stony,13000.0,Found,1963.0,31.86667,-99.58333,Exact
Tamarack,51737,Valid,Iron,41.0,Found,2004.0,44.93389,-116.43167,Exact
Tarahumara,23876,Valid,Iron,2500.0,Found,1994.0,28.5,-106.25,Exact
Tarlton,23880,Valid,Stony,226.5,Found,1967.0,39.32,-82.37,Exact
Tatum,23886,Valid,Stony,1787.0,Found,1938.0,33.23333,-103.44167,Exact
Tazewell,23891,Valid,Iron,27000.0,Found,1853.0,36.43333,-83.75,Exact
Techado,23892,Valid,Iron,810.0,Found,1983.0,34.53333,-108.35,Exact
Tell,23893,Valid,Stony,16600.0,Found,1930.0,34.38333,-100.4,Exact
Temple,23894,Valid,Stony,5000.0,Found,1959.0,31.11667,-97.3,Exact
Temple Bar,23895,Valid,Stony,106.0,Found,1998.0,35.91667,-114.43333,Exact
Texline,23906,Valid,Stony,26200.0,Found,1937.0,36.4,-103.01667,Exact
Thomson,23973,Valid,Stony,218.0,Found,1888.0,33.46667,-82.48333,Exact
Thoreau,23974,Valid,Iron,500.0,Found,1954.0,35.28333,-108.26667,Exact
Thumb Butte,53890,Valid,Stony,105.0,Found,2008.0,35.16993,-114.45585,Exact
Thurlow,23979,Valid,Iron,5500.0,Found,1888.0,44.75,-77.58333,Exact
Thurman,23980,Valid,Stony,1959.0,Found,1965.0,39.52167,-103.16667,Exact
Tierra Blanca,23988,Valid,Stony,860.0,Found,1965.0,34.93333,-102.01667,Exact
Timber Creek,24000,Valid,Stony,7.0,Found,1982.0,34.98333,-101.73333,Exact
Timber Lake,57160,Valid,Stony,8660.0,Found,2011.0,45.425,-101.097,Exact
Tinnie,24006,Valid,Iron,15300.0,Found,1978.0,33.38333,-105.25,Exact
Tishomingo,24010,Valid,Iron,260000.0,Found,1965.0,34.25,-96.68333,Exact
Tobe,24014,Valid,Stony,5386.0,Found,1963.0,37.2,-103.58333,Exact
Tokio (a),24016,Valid,Stony,6600.0,Found,1974.0,33.21667,-102.63167,Exact
Tokio (b),24017,Valid,Stony,823.0,Found,1974.0,33.205,-102.65833,Exact
Tombigbee River,24021,Valid,Iron,43000.0,Found,1859.0,32.23333,-88.2,Exact
Tomhannock Creek,24022,Valid,Stony,1500.0,Found,1863.0,42.88333,-73.6,Exact
Tonganoxie,24025,Valid,Iron,11800.0,Found,1886.0,39.08333,-95.11667,Exact
Torreon de Mata,24031,Valid,Stony,610.0,Found,1983.0,26.83333,-105.41667,Exact
Toulon,24035,Valid,Stony,1214.5,Found,1962.0,41.11667,-89.80833,Exact
Travis County (a),24040,Valid,Stony,175400.0,Found,1889.0,30.3,-97.7,Exact
Travis County (b),24041,Valid,Stony,5900.0,Found,1889.0,30.55556,-97.95278,Exact
Trenton,24045,Valid,Iron,505000.0,Found,1858.0,43.36667,-88.13333,Exact
Tres Castillos,24047,Valid,Iron,150000.0,Found,1992.0,29.47,-105.8,Exact
Trilby Wash,35339,Valid,Stony,846.0,Found,2005.0,33.91667,-112.55,Exact
Truckton,24055,Valid,Stony,43.4,Found,1978.0,38.58139,-104.07667,Exact
Tryon,24056,Valid,Stony,15900.0,Found,1934.0,41.55,-100.96667,Exact
Tucson,24061,Valid,Iron,975000.0,Found,1850.0,31.85,-110.96667,Exact
Tule Draw,24064,Valid,Stony,2300.0,Found,1981.0,34.66667,-102.0,Exact
Tule Valley,24065,Valid,Stony,17.69,Found,2001.0,38.99861,-113.38167,Exact
Tule Valley Hardpan 001,54682,Valid,Stony,5.1,Found,2009.0,38.94306,-113.37833,Exact
Tule Valley Hardpan 002,54683,Valid,Stony,1.32,Found,2009.0,38.945,-113.38222,Exact
Tulia (a),24066,Valid,Stony,86000.0,Found,1917.0,34.61667,-101.95,Exact
Tulia (b),24067,Valid,Stony,4800.0,Found,1917.0,34.53333,-101.7,Exact
Tulia (d),24069,Valid,Stony,17700.0,Found,1981.0,34.60667,-101.76667,Exact
Tulia (iron),24070,Valid,Iron,190.0,Found,1969.0,34.555,-101.63,Exact
Tungsten Mountain 001,24072,Valid,Stony,31.73,Found,2000.0,39.63611,-117.65472,Exact
Tungsten Mountain 002,24073,Valid,Stony,11.3,Found,2001.0,39.67357,-117.60432,Exact
Tungsten Mountain 003,24074,Valid,Stony,7.8,Found,2001.0,39.68449,-117.62072,Exact
Tungsten Mountain 004,24075,Valid,Stony,8.1,Found,2001.0,39.68444,-117.62022,Exact
Tungsten Mountain 005,24076,Valid,Stony,4.7,Found,2001.0,39.6844,-117.62007,Exact
Tungsten Mountain 006,24077,Valid,Stony,8.8,Found,2001.0,39.68436,-117.62018,Exact
Tungsten Mountain 007,24078,Valid,Stony,44.0,Found,2001.0,39.68518,-117.62105,Exact
Tungsten Mountain 008,24079,Valid,Stony,7.0,Found,2001.0,39.68072,-117.62778,Exact
Tungsten Mountain 009,24080,Valid,Stony,31.0,Found,2001.0,39.68035,-117.62918,Exact
Tungsten Mountain 010,24081,Valid,Stony,13.4,Found,2001.0,39.68432,-117.62052,Exact
Tungsten Mountain 011,50908,Valid,Stony,186.52,Found,2003.0,39.683333,-117.616667,Exact
Tungsten Mountain 113,35730,Valid,Stony,4.48,Found,2004.0,39.67917,-117.62675,Exact
Tungsten Mountain 204,51585,Valid,Stony,41.6,Found,2005.0,39.67888,-117.62945,Exact
Tungsten Mountain 533,51851,Valid,Stony,25.3,Found,2007.0,39.68945,-117.62358,Exact
Tungsten Mountain 535,51852,Valid,Stony,26.1,Found,2007.0,39.68908,-117.62257,Exact
Tungsten Mountain 541,52014,Valid,Stony,5.7,Found,2007.0,39.6884,-117.62422,Exact
Tungsten Mountain 542,51853,Valid,Stony,4.6,Found,2007.0,39.6872,-117.62618,Exact
Tungsten Mountain 543,51854,Valid,Stony,18.1,Found,2007.0,39.68938,-117.62032,Exact
Tungsten Mountain 563,51855,Valid,Stony,9.3,Found,2007.0,39.6772,-117.62858,Exact
Tungsten Mountain 572,51856,Valid,Stony,10.7,Found,2007.0,39.68105,-117.61325,Exact
Tungsten Mountain 573,53844,Valid,Stony,68.0,Found,2010.0,39.68973,-117.61822,Exact
Tupelo,56551,Valid,Stony,280.0,Found,2012.0,34.24216,-88.77594,Exact
Turtle River,24085,Valid,Iron,22390.0,Found,1953.0,47.6,-94.76667,Exact
Twentynine Palms,24089,Valid,Stony,19700.0,Found,1944.0,34.075,-116.01667,Exact
Twin City,24090,Valid,Iron,5130.0,Found,1955.0,32.58333,-82.01667,Exact
Two Buttes (a),24091,Valid,Stony,19700.0,Found,1962.0,37.63333,-102.41667,Exact
Two Buttes (b),24092,Valid,Stony,3000.0,Found,1970.0,37.63333,-102.41667,Exact
Twodot,24093,Valid,Stony,21400.0,Found,1999.0,46.7,-110.13333,Exact
Udall Park,24100,Valid,Stony,150.0,Found,1985.0,32.25,-110.83333,Exact
Ulysses,24110,Valid,Stony,3900.0,Found,1927.0,37.6,-101.25,Exact
Umbarger,24113,Valid,Stony,13000.0,Found,1954.0,34.95,-102.1175,Exact
Union County,24122,Valid,Iron,6800.0,Found,1853.0,34.75,-84.0,Exact
Uruachic,24130,Valid,Iron,13000.0,Found,1989.0,27.85,-108.23333,Exact
Ute Creek,24134,Valid,Stony,1000.0,Found,1936.0,36.2,-103.9,Exact
Uvalde,24137,Valid,Stony,8200.0,Found,1915.0,29.2,-99.76667,Exact
Uwharrie,24139,Valid,Iron,72700.0,Found,1930.0,35.51667,-79.96667,Exact
Valentine,24148,Valid,Stony,2300.0,Found,1942.0,42.93333,-100.75,Exact
Valley Wells,24152,Valid,Stony,129.9,Found,1929.0,35.46667,-115.66667,Exact
Ventura,24159,Valid,Iron,7700.0,Found,1953.0,34.25,-119.3,Exact
Venus,24160,Valid,Stony,1013.0,Found,1960.0,32.4,-97.08333,Exact
Vermillion,24167,Valid,Stony_iron,34360.0,Found,1991.0,39.73633,-96.36133,Exact
Vigo Park,24175,Valid,Stony,35.0,Found,1934.0,34.68333,-101.38333,Exact
Villa Coronado,24177,Valid,Stony,2900.0,Found,1983.0,26.75,-105.25,Exact
Villa Natamoros,24178,Valid,Stony,156.0,Found,1987.0,26.75,-105.4,Exact
Waconda,24195,Valid,Stony,50000.0,Found,1873.0,39.33333,-98.16667,Exact
Wagon Mound,24196,Valid,Stony,87500.0,Found,1932.0,35.84083,-104.58583,Exact
Wah Wah Valley,24197,Valid,Stony,9.0,Found,1986.0,38.67667,-113.30167,Exact
Waka,24200,Valid,Stony,11875.0,Found,1963.0,36.15,-101.05,Exact
Walcott,24201,Valid,Stony,2000.0,Found,1983.0,32.4,-101.95,Exact
Waldo,24202,Valid,Stony,1300.0,Found,1937.0,39.1,-98.83333,Exact
Waldron Ridge,24203,Valid,Iron,13600.0,Found,1887.0,36.63333,-83.83333,Exact
Walker County,24204,Valid,Iron,74800.0,Found,1832.0,34.0,-87.16667,Exact
Wallapai,24206,Valid,Iron,430000.0,Found,1927.0,35.8,-113.7,Exact
Walltown,24208,Valid,Stony,1600.0,Found,1956.0,37.325,-84.71667,Exact
Walnut Hill,24209,Valid,Stony,220.0,Found,1978.0,43.827,-70.24717,Exact
Waltman,24211,Valid,Stony,23410.0,Found,1948.0,43.0,-107.16667,Exact
Wardswell Draw,24214,Valid,Stony,3000.0,Found,1976.0,32.90333,-102.925,Exact
Warm Springs Wilderness,32769,Valid,Stony,156.9,Found,2003.0,34.78698,-114.25052,Exact
Washington County,24217,Valid,Iron,5750.0,Found,1927.0,39.7,-103.16667,Exact
Waterville,24219,Valid,Iron,37125.0,Found,1917.0,47.767778,-119.876389,Exact
Wathena,24220,Valid,Iron,566.0,Found,1939.0,39.81667,-94.91667,Exact
Watonga,55758,Valid,Stony,5025.0,Found,1960.0,35.833333,-98.4,Exact
Waverly,24224,Valid,Iron,4400.0,Found,1983.0,32.68333,-85.56667,Exact
Wayside,24225,Valid,Stony,23600.0,Found,1973.0,34.80167,-101.68333,Exact
Weatherford,24226,Valid,Stony,2000.0,Found,1926.0,35.5,-98.7,Exact
Weaver Mountains,24227,Valid,Iron,38800.0,Found,1898.0,34.25,-112.75,Exact
Weldona,24234,Valid,Stony,27700.0,Found,1934.0,40.35,-103.95,Exact
Welland,24235,Valid,Iron,8200.0,Found,1888.0,43.01667,-79.21667,Exact
Wellington,24236,Valid,Stony,13400.0,Found,1955.0,34.95,-100.25,Exact
Wellman (a),24237,Valid,Stony,55000.0,Found,1940.0,33.03333,-102.33333,Exact
Wellman (b),24238,Valid,Stony,343.0,Found,1964.0,33.025,-102.41667,Exact
Wellman (c),24239,Valid,Stony,45000.0,Found,1964.0,33.03333,-102.33333,Exact
Wellman (d),24240,Valid,Stony,1615.0,Found,1966.0,33.01667,-102.36667,Exact
Wellman (e),24241,Valid,Stony,959.0,Found,1973.0,33.67833,-102.315,Exact
Wells,24242,Valid,stony,4135.0,Found,1985.0,33.05,-101.93333,Exact
West Point,24246,Valid,Stony,3100.0,Found,1972.0,33.075,-102.045,Exact
Western Arkansas,24248,Valid,Iron,1750.0,Found,1890.0,35.0,-94.0,Exact
White Elephant,24252,Valid,Stony,10.4,Found,1997.0,35.89,-114.20333,Exact
White Hills,24253,Valid,Stony_iron,11.7,Found,1999.0,35.85667,-114.22333,Exact
Whitman,24254,Valid,Stony,221.0,Found,1937.0,42.03333,-101.5,Exact
Wichita,24256,Valid,Stony,2367.0,Found,1971.0,37.59183,-97.21497,Exact
Wichita County,24257,Valid,Iron,145000.0,Found,1836.0,34.06667,-98.91667,Exact
Wickenburg (stone),24258,Valid,Stony,9200.0,Found,1940.0,33.96667,-112.73333,Exact
Wikieup,24260,Valid,Stony,372.0,Found,1965.0,34.7,-113.6,Exact
Wilburton,24262,Valid,Stony,207.8,Found,1940.0,37.08333,-101.76667,Exact
Wild Horse,24264,Valid,Stony,1360.0,Found,1979.0,39.41667,-103.2,Exact
Wildcat Peak,24266,Valid,Stony,202.0,Found,1998.0,32.56533,-111.7255,Exact
Wilder,24267,Valid,Stony,26600.0,Found,1982.0,43.72444,-116.91167,Exact
Wiley,24268,Valid,Iron,3500.0,Found,1938.0,38.15,-102.66667,Exact
Willamette,24269,Valid,Iron,15500000.0,Found,1902.0,45.36667,-122.58333,Exact
Willard (a),24270,Valid,Stony,800.0,Found,1978.0,34.43333,-105.78333,Exact
Willard (b),24271,Valid,Stony,12700.0,Found,1934.0,34.5,-105.83333,Exact
Willcox Playa,24273,Valid,Stony,61.5,Found,1979.0,32.125,-109.83333,Exact
Willcox Playa 002,24274,Valid,Stony,12.0,Found,2001.0,32.18167,-109.7895,Exact
Willcox Playa 004,51581,Valid,Stony,19.9,Found,2004.0,32.14202,-109.82423,Exact
Willcox Playa 005,51582,Valid,Stony,278.4,Found,2004.0,32.0939,-109.88412,Exact
Willcox Playa 006,51583,Valid,Stony,3.1,Found,2004.0,32.11288,-109.89265,Exact
Willcox Playa 007,51584,Valid,Stony,62.4,Found,2004.0,32.18843,-109.84563,Exact
Willcox Playa 009,52851,Valid,Stony_iron,160.0,Found,2009.0,32.07667,-109.8455,Exact
Williston,24275,Valid,Iron,7645.0,Found,1962.0,47.98333,-103.65,Exact
Willow Creek,24276,Valid,Iron,51000.0,Found,1914.0,43.46667,-106.76667,Exact
Willow Wash,47353,Valid,Stony,552.0,Found,2006.0,35.37358,-115.34388,Exact
Willowbar,24278,Valid,Stony,2070.0,Found,1971.0,36.73333,-102.2,Exact
Willowdale,24279,Valid,Stony,3000.0,Found,1951.0,37.53333,-98.36667,Exact
Wilmot,24280,Valid,Stony,2000.0,Found,1944.0,37.38333,-96.86667,Exact
Wimberley,24282,Valid,Iron,7800.0,Found,1976.0,29.96667,-98.11667,Exact
Winona,24285,Valid,Stony,24000.0,Found,1928.0,35.2,-111.4,Exact
Winterhaven,47732,Valid,Stony,2100.0,Found,2002.0,32.95,-114.666667,Exact
